created_at,text
2021-03-05 02:19:30,"b""I'm getting my first vaccine on Saturday morning and I could f7kn cry I'm so happy \xf0\x9f\x92\x9c Here's hoping everyone else is\xe2\x80\xa6 https://t.co/M9fdEYLFxg"""
2021-03-05 02:19:30,"b""RT @anagin40: @erinotoole Mr. O'Toole, why do you keep lying &amp; engaging in misinfo on the #CovidVaccine rollout in Canada? Multiple journal\xe2\x80\xa6"""
2021-03-05 02:19:14,"b'RT @KashmirNews: Those who have recovered from #Covid_19 respond faster to the #Covishield #vaccine &amp;reach high antibody levels,says a stud\xe2\x80\xa6'"
2021-03-05 02:19:10,b'RT @KashmirNews: National Conference (#NC) Vice President #OmarAbdullah urged the party functionaries who qualify as per the set protocol t\xe2\x80\xa6'
2021-03-05 02:19:08,"b'RT @KapuriaMd: 60 days after getting my #CovidVaccine my parents get their first dose 10,000 miles away! Grateful to @narendramodi and @MoH\xe2\x80\xa6'"
2021-03-05 02:19:04,b'RT @Kryskrossed: What\xe2\x80\x99s been really hard is trying to figure out how to get home bound family members vaccinated. If y\xe2\x80\x99all have any resourc\xe2\x80\xa6'
2021-03-05 02:19:02,b'RT @KashmirNews: President #RamNathKovind gets the first jab of #coronavirus #vaccine at the #Army\xe2\x80\x99s Research &amp; Referral (R&amp;R) hospital and\xe2\x80\xa6'
2021-03-05 02:18:43,"b'I think instead of randomly vaxing everyone, Ideally they should do a Immunoglobulins (IgA, IgG, IgM)\n Test first t\xe2\x80\xa6 https://t.co/vDMicmdpyj'"
2021-03-05 02:18:42,"b'Have you tested Immunoglobulins (IgA, IgG, IgM)  to know your immunity level  before vaxing ? My report shows its a\xe2\x80\xa6 https://t.co/zlMVYzUB03'"
2021-03-05 02:18:26,b'Shouldn\xe2\x80\x99t someone start an app that lets you sign up for all the vaccines that are being thrown away at the end of\xe2\x80\xa6 https://t.co/ubd1ZCCZ4C'
2021-03-05 02:18:25,b'Can\xe2\x80\x99t wait to get my #CovidVaccine so I can be in the @canes arena!! #LetsGoCanes https://t.co/pPnKZr4VNn'
2021-03-05 02:18:20,"b'RT @GOVERNING: Many #CovidVaccine websites across the nation violate #DisabilityRights laws, blocking #Blind people from signing up or rece\xe2\x80\xa6'"
2021-03-05 02:18:04,b'RT @bmcarthur17: Another new #coronavirus variant have been detected in the UK which has a mutation that may help it escape immunity.\n\n#Cov\xe2\x80\xa6'
2021-03-05 02:17:59,"b""RT @anagin40: @erinotoole Mr. O'Toole, why do you keep lying &amp; engaging in misinfo on the #CovidVaccine rollout in Canada? Multiple journal\xe2\x80\xa6"""
2021-03-05 02:17:47,b'RT @TimeIsFinishing: #Fauci #Jesuits #Vatican #terrorism #COVID19 #COVIDVaccine \n#MaskUpAmerica #lockdown #MarkofTheBeast #Biden \n\nBETRAYAL\xe2\x80\xa6'
2021-03-05 02:17:42,"b""RT @MsMoxieMalone: He wore a mask, but the look in his eyes told me he wanted to give it to me, right then and there.\n\nI'd waited for so lo\xe2\x80\xa6"""
2021-03-05 02:17:18,"b'Does anyone know which #autoimmune diseases have adverse reactions to the #COVIDvaccine?? I know some can get it, a\xe2\x80\xa6 https://t.co/mJb0vbDXad'"
2021-03-05 02:16:58,b'RT @anikachebrolu: How to Protect Yourself Against Coronavirus Variants\nhttps://t.co/y78KmZZOul\n\n#COVID19 \n#CovidVaccine \n#covidvariant \n#W\xe2\x80\xa6'
2021-03-05 02:16:34,b'Emergency use is not the same thing as approved. @DrAvaMuhammad @BroTonyMuhammad @HiphopTC #ElevatedPlaces\xe2\x80\xa6 https://t.co/j9ggJUt7e9'
2021-03-05 02:16:26,"b""RT @SaintMarysNC: * @SaintMarysNC alumnae Carolyn Davis Braun '82HS administered the 1st dose #CovidVaccine to NC Governor &amp; former Saint M\xe2\x80\xa6"""
2021-03-05 02:15:23,"b'I am not headed into the #Olympics @YohanBlake, but I am not taking the #CovidVaccine either. You are not alone. https://t.co/1KOkNm0O6f'"
2021-03-05 02:15:14,b'@POTUS @SenateDems @HouseDemocrats If we cannot get @HouseGOP @SenateGOP to work w u to support #CovidVaccine relie\xe2\x80\xa6 https://t.co/OLXH7j9b5P'
2021-03-05 02:15:09,b'Got our first #CovidVaccine shot today and a @WVUhoops win! Pretty good #WV #wednesdaythought  #VaccinesSaveLives\xe2\x80\xa6 https://t.co/WluaI4w6r0'
2021-03-05 02:15:03,b'Why would any stupid b*st*rd country ban any vaccine shipments They are saving lives you ridiculous fools\xe2\x80\xa6 https://t.co/tDCUaYqHwG'
2021-03-05 02:14:39,"b'RT @PainterMom101: @erinotoole Once again Erin, I suggest you have a chat with @fordnation @celliottability &amp; @GeneralHillier as they are r\xe2\x80\xa6'"
2021-03-05 02:14:28,"b""RT @Lon_S_J: Wake up Florida! \n\nYour governor wants to deny vaccines to teachers under age 50.\n\nCVS knows Deathsantis didn't follow the sci\xe2\x80\xa6"""
2021-03-05 02:14:18,b'Happy to see more coming out for pregnant and lactating moms. #CovidVaccine https://t.co/F3ibgKZyV5'
2021-03-05 02:13:31,b'RT @questar1959rep1: @kgfolsart\nSlings &amp; Arrows -\nCheesehead Ron Johnson in attack mode against the COVID-19 Bill\n\n#senatorronjohnson\n#publ\xe2\x80\xa6'
2021-03-05 02:13:18,"b'RT @CDCgov: Join the CDC #COVID19 Partner Update Call Monday, March 8, at 3:00 pm EST. \n\nTitle: Expanding the COVID-19 Vaccination Toolbox:\xe2\x80\xa6'"
2021-03-05 02:12:54,b'@HumanismProject @Billy__Pang @lparkpc @MichaelParsa @RandyPettapiece @RodPhillips01 @DavidPiccini @RakocevicT\xe2\x80\xa6 https://t.co/TFtbmXalm1'
2021-03-05 02:12:54,"b'RT @NHSDiabetesProg: Professor Jonathan Valabhji, our National Clinical Director, is encouraging people living with diabetes to accept the\xe2\x80\xa6'"
2021-03-05 02:12:51,b'Will you be eligible for the #COVIDvaccine under the guidelines @GovInslee announced today? Find out here. https://t.co/BI2WklApKF'
2021-03-05 02:12:50,b'Please share this draft proposal to make #CovidVaccine more accessible to high Patients via family doctors.\xe2\x80\xa6 https://t.co/JIBjC7VnIr'
2021-03-05 02:12:42,b'I got my first vaccine today!! #CovidVaccine #WearAMask'
2021-03-05 02:12:23,"b'RT @MoHFW_INDIA: #LargestVaccineDrive\n#Unite2FightCorona\n\nDr. Ashok Chauhan, Founder President of Amity Education Group and Dr. Amita Chauh\xe2\x80\xa6'"
2021-03-05 02:12:12,"b'RT @MoHFW_INDIA: #LargestVaccineDrive \n#Unite2FightCorona\n\nMr. Ameising Luikham, rtd. IAS, Member of Lokayukta and Former Secretary to the\xe2\x80\xa6'"
2021-03-05 02:12:10,b'Where will you vaccine come from? #CovidVaccine #Infographic #CoronaVirusUpdates #coronavirus https://t.co/V4oIlnNqYi'
2021-03-05 02:12:05,"b""RT @MoHFW_INDIA: #LargestVaccineDrive\n#Unite2FightCorona\n\nHon'ble Shri Manoj Sinha, Lieutenant Governor, Jammu and Kashmir, receives his #F\xe2\x80\xa6"""
2021-03-05 02:12:05,"b""RT @DrRonBaumann: Italy, EU refuse AstraZeneca request to ship 250,000 doses of vaccine to Australia.\n\nLucky we're at the front of the queu\xe2\x80\xa6"""
2021-03-05 02:11:56,"b'RT @nhm_assam: #LargestVaccineDrive \n\nShri. @HardiSpeaks, IPS\nAddl. DGP, Assam shares his experience after taking the #1st dose of #CovidVa\xe2\x80\xa6'"
2021-03-05 02:11:53,"b'RT @MoHFW_INDIA: #LargestVaccineDrive\n#Unite2FightCorona\n\nSmt. Khushboo Sundar, Popular Actress from the South and a Politician from Tamil\xe2\x80\xa6'"
2021-03-05 02:11:50,"b'RT @MoHFW_INDIA: #LargestVaccineDrive\n#Unite2FightCorona\n\nShri Dayanand Ganesh Narvekar, Former Finance Minister of Goa, receives the #Firs\xe2\x80\xa6'"
2021-03-05 02:11:42,"b'RT @MoHFW_INDIA: #LargestVaccineDrive\n#Unite2FightCorona\n\nShri Pon Radhakrishnan, Former Minister of State for Finance, Government of Tamil\xe2\x80\xa6'"
2021-03-05 02:11:21,"b'RT @ThomesSara: The Public Health England study, which was hailed by health secretary Matt Hancock for the reported 80% decrease in hospita\xe2\x80\xa6'"
2021-03-05 02:11:09,b'@HumanismProject @ShoebridgeMLC @turbans4aus @leerhiannon @MHaroon @Pam_Alexis_ @BrittnyAnderso @DanAshtonBC\xe2\x80\xa6 https://t.co/D9sTQ8slIj'
2021-03-05 02:10:44,"b'RT @manojsinha_: Today received First Dose of #COVIDVaccine at Government Medical College Hospital, Jammu. My appeal to all eligible person\xe2\x80\xa6'"
2021-03-05 02:10:03,b'RT @Cheryl8990: A tip from a #Walgreens pharmacist helped me get a #CovidVaccine appt. after months of trying. He said openings are up on t\xe2\x80\xa6'
2021-03-05 02:10:01,b'RT @aartic02: Has PM Modi got his Old Mother Vaccinated for #COVID19 \xf0\x9f\xa4\x94 \nNo Pics around means - may be Not coz Modi ji never meets her witho\xe2\x80\xa6'
2021-03-05 02:09:48,"b'RT @macovidvaxhelp: \xf0\x9f\x92\xa5And as of yesterday, 3/3/21 we have surpassed 1,000 people booked for their #COVID #vaccine appointment! 200+ voluntee\xe2\x80\xa6'"
2021-03-05 02:09:45,"b'RT @macovidvaxhelp: \xf0\x9f\x92\xa5And as of yesterday, 3/3/21 we have surpassed 1,000 people booked for their #COVID #vaccine appointment! 200+ voluntee\xe2\x80\xa6'"
2021-03-05 02:09:40,"b'RT @PIBSrinagar: #LargestVaccineDrive #Unite2FightCorona\n\nShri Saifuddin Soz, Former MP and Union Minister, shares his experience after rec\xe2\x80\xa6'"
2021-03-05 02:09:34,"b'RT @WillSolly2: @tatereeves Right. 520,000 dead in one year. #CovidVaccine https://t.co/7UnePKcfL9'"
2021-03-05 02:09:16,"b'RT @MDChomiloMNDHS: I look forward to hearing what our partners are doing to operationalize equity, in #Covid19 &amp; beyond, for our enrollees\xe2\x80\xa6'"
2021-03-05 02:08:42,"b'RT @MDChomiloMNDHS: I look forward to hearing what our partners are doing to operationalize equity, in #Covid19 &amp; beyond, for our enrollees\xe2\x80\xa6'"
2021-03-05 02:08:02,"b""Generally journos have little or no idea of science &amp; economics.\xf0\x9f\x98\xa2. That's how they become jack of all trades.\n But\xe2\x80\xa6 https://t.co/Lhd1i5FpVe"""
2021-03-05 02:08:00,"b""#CovidVaccine Gretzky #MyGrammarPetPeeves #thursdayvibes Dream Tommy Wilbur\n\nK not that you're here, take a good lo\xe2\x80\xa6 https://t.co/u7YJD5erwu"""
2021-03-05 02:07:58,b'Ireland May Ask Other EU Countries To Share Vaccines...\xf0\x9f\x87\xae\xf0\x9f\x87\xaa\xf0\x9f\x92\x89\n\n#Da\xc3\xadl #Ireland #CovidVaccine \n\nMore\xe2\xac\x87\xef\xb8\x8f\xe2\xac\x87\xef\xb8\x8f\xe2\x80\xa6 https://t.co/ojCUXwik2M'
2021-03-05 02:07:38,b'@nytimes: U.S. Vaccination Pace Increases to 2 Million Doses a Day\n#COVID19 #CovidVaccine #VaccinesWork\nhttps://t.co/7vMXwa8yEl'
2021-03-05 02:07:00,b'We LOVE to hear about our Veterans\xe2\x80\x99 experiences with our #CovidVaccine clinic! Thanks for the shoutout\xe2\x80\xa6 https://t.co/g68PUyIkmV'
2021-03-05 02:06:43,"b""RT @emily7m: Local Twitter: The Hy-Vee in Robbinsdale has just A TON of #CovidVaccine appointments tomorrow. If you're currently eligible,\xe2\x80\xa6"""
2021-03-05 02:06:36,b'I don\xe2\x80\x99t think I would have gotten my COVID vaccine if Trump had been President today. Or the millions of others. An\xe2\x80\xa6 https://t.co/d2rUX4OePZ'
2021-03-05 02:05:26,b'RT @MDbenji: Happy #NationalHospitalistDay!\n \nKey moments for us this past year:\n\xf0\x9f\x91\x89\xf0\x9f\x8f\xbe#Antiracism &amp; #Healthequity efforts\n\xf0\x9f\x91\x89\xf0\x9f\x8f\xbeServing on #COVID1\xe2\x80\xa6'
2021-03-05 02:05:26,b'RT @jpdeibel: We are getting the vaccines out today.  Thanks CMU students and EM residents for volunteering!  @ToughEnoughEM @CMU_Health @C\xe2\x80\xa6'
2021-03-05 02:05:19,"b'RT @katiecouric: If you missed the IG Live yesterday, here is my full interview with @JNJNews CEO Alex Gorsky. We discussed Johnson &amp; Johns\xe2\x80\xa6'"
2021-03-05 02:05:11,"b'Safeway has Covid vaccine appts rn!!  Book online, select the at the on MLK and on NE Prescott - get your elders ap\xe2\x80\xa6 https://t.co/boznUZb1px'"
2021-03-05 02:04:57,"b""Got vaccine #1 today!\n\nI've never been more jazzed to get a vaccine in my life...\n#CovidVaccine"""
2021-03-05 02:04:22,"b'RT @jenniferlywang: Booked my mom, aunt &amp; her domestic worker in to get the BioNTech #CovidVaccine. I\xe2\x80\x99m grateful it\xe2\x80\x99s finally happening in\xe2\x80\xa6'"
2021-03-05 02:03:34,b'RT @WADeptHealth: The #COVIDvaccine will be available to more people in the coming weeks. Go to https://t.co/gv9p4vEZ8H to get notified whe\xe2\x80\xa6'
2021-03-05 02:03:00,b'The variant harbours 17 mutations that alter SARS-CoV-2 proteins. Among the alterations are changes in the SARS-CoV\xe2\x80\xa6 https://t.co/LrmxFfRJY1'
2021-03-05 02:02:57,"b'RT @katiecouric: If you missed the IG Live yesterday, here is my full interview with @JNJNews CEO Alex Gorsky. We discussed Johnson &amp; Johns\xe2\x80\xa6'"
2021-03-05 02:02:45,b'I got my #CovidVaccine today! #PfizerVaccine https://t.co/C13Uw3b6GJ'
2021-03-05 02:02:12,b'RT @nanditathhakur: Dad and eldest Sis got vaccinated today.. #FirstDose #CovidVaccine https://t.co/0Htornm0Lw'
2021-03-05 02:01:17,b'Baltimore museums explore new ways to stay relevant | The Baltimore Watchdog https://t.co/z3ZhQF6JEc #Baltimore\xe2\x80\xa6 https://t.co/xCeNyPye0X'
2021-03-05 02:01:09,b'A prison officer in New Mexico is taking a county to court over a requirement for him to take a coronavirus vaccine\xe2\x80\xa6 https://t.co/9zy1XgQPDh'
2021-03-05 02:01:02,"b'If you missed the IG Live yesterday, here is my full interview with @JNJNews CEO Alex Gorsky. We discussed Johnson\xe2\x80\xa6 https://t.co/H6LOIGzPb5'"
2021-03-05 02:00:38,b'#UK #CovidVaccine drive gets \xc2\xa31.6 billion to fight new mutant variants\nhttps://t.co/dsY52Pwoyn'
2021-03-05 02:00:38,"b'Not exactly sure how, as I registered a month prior to my wife, but she got a text telling her if she could make it\xe2\x80\xa6 https://t.co/DAWFQukR1W'"
2021-03-05 02:00:31,b'RT @doccrearperry: It\xe2\x80\x99s Me and the brilliant Dr @RheaBoydMD @hari @KFF #BetweenUsAboutUs \xf0\x9f\xa4\xa9\xf0\x9f\xa4\xa9\xf0\x9f\xa4\xa9#Blaccinated \xf0\x9f\x96\xa4\xf0\x9f\x96\xa4\xf0\x9f\x96\xa4\xf0\x9f\x98\xb7\xf0\x9f\x98\xb7\xf0\x9f\x98\xb7#CovidVaccine https://t.co/p\xe2\x80\xa6'
2021-03-05 02:00:30,b'RT @PIBTvpm: #LargestVaccineDrive \n\n@FinMinIndia @nsitharaman gets her first dose of #CovidVaccine \n\n#PIBKochi @COVIDNewsByMIB @CovidIndiaS\xe2\x80\xa6'
2021-03-05 01:59:50,b'#COVID shots may be widely available to #military families in April https://t.co/xFkpwHp1z8 #CovidVaccine'
2021-03-05 01:59:22,b'RT @WADeptHealth: The #COVIDvaccine will be available to more people in the coming weeks. Go to https://t.co/gv9p4vEZ8H to get notified whe\xe2\x80\xa6'
2021-03-05 01:59:21,b'Someone should make a Vaccine Hunter badge for\n\n1. Nights past midnight booking appointments\n2. 4:00am wake up call\xe2\x80\xa6 https://t.co/l8z8GNCtJy'
2021-03-05 01:58:50,b'The you @RetireSafeorg and Pope Francis! Protecting life is morally correct.  #CovidVaccine https://t.co/RX50WC89qx'
2021-03-05 01:58:23,b'RT @questar1959rep1: @kgfolsart\nSlings &amp; Arrows -\nCheesehead Ron Johnson in attack mode against the COVID-19 Bill\n\n#senatorronjohnson\n#publ\xe2\x80\xa6'
2021-03-05 01:58:16,"b'RT @manojsinha_: Today received First Dose of #COVIDVaccine at Government Medical College Hospital, Jammu. My appeal to all eligible person\xe2\x80\xa6'"
2021-03-05 01:57:44,b'RT @UpscforAll: Coronavirus vaccine doses given per 100 people\n\nIsrael: 97\nUAE: 62\nUK: 31\nUS: 24\nGermany: 8.1\nItaly: 7.8\nFrance: 7.1\nCanada\xe2\x80\xa6'
2021-03-05 01:57:25,"b""RT @MsMoxieMalone: He wore a mask, but the look in his eyes told me he wanted to give it to me, right then and there.\n\nI'd waited for so lo\xe2\x80\xa6"""
2021-03-05 01:57:23,b'Been dealing with this for the past 2 days. #CovidVaccine\nhttps://t.co/qzIYGstrmQ'
2021-03-05 01:56:32,"b'RT @dailysoundnfury: Good Day, Gnusies!\xc2\xa0\n\nThere\xe2\x80\x99s such a lot of good news again this morning, I can\xe2\x80\x99t wait to share it.\xc2\xa0 As you read, notic\xe2\x80\xa6'"
2021-03-05 01:56:26,b'Was all set to get the first shot the end of March. Got a call last nite from my counties Dept of Aging and am gett\xe2\x80\xa6 https://t.co/hrRFEQKrJn'
2021-03-05 01:56:16,"b'RT @TomNagorski: \xe2\x81\xa6On increasingly successful US #Covidvaccine rollout, @MittRomney\xe2\x81\xa9 would have done it, @JoeBiden\xe2\x81\xa9 is doing it - what you n\xe2\x80\xa6'"
2021-03-05 01:56:12,b'Got my covid shot today!!!!! Thanks @DollyParton and #modernavaccine #CovidVaccine https://t.co/qInYkRh3EB'
2021-03-05 01:56:00,b'I get #CovidVaccine 1 in 13 hours! #GetVaccinated https://t.co/5tjp1E4iPN'
2021-03-05 01:55:56,b'Just received the second dose of the #Moderna #CovidVaccine at the San Diego VA Medical Center.\n\nThe process was se\xe2\x80\xa6 https://t.co/3t6LZasS4I'
2021-03-05 01:55:50,"b""RT @AIGHospitals: We are delighted and extremely thankful to have Superstar @urstrulyMahesh Mahesh Babu's support for the AIG #EndCorona Ca\xe2\x80\xa6"""
2021-03-05 01:55:26,b'Just recieved my @pfizer #CovidVaccine at @cvspharmacy! The end of the Pandemic is near! #CovidVaccine #COVID19\xe2\x80\xa6 https://t.co/BvI90wgLfV'
2021-03-05 01:55:16,b'RT @julie_grocutt: #vaccine done thanks to fabulous #staff &amp; #volunteers at Valley Medical Centre #Stocksbridge keep up the great work #Cov\xe2\x80\xa6'
2021-03-05 01:55:08,b'RT @Jess_Intermtn: More #COVIDVaccine for Utahns! The Johnson &amp; Johnson vaccine is here in Utah and will be going in arms starting today at\xe2\x80\xa6'
2021-03-05 01:54:50,"b""I have #ThalassemiaMinor, a Mediterranean strand of anemia that's not widely known or apparent but affects my life.\xe2\x80\xa6 https://t.co/hNINBJEiyE"""
2021-03-05 01:54:39,"b'#CovidVaccine from #India reaches few more friends.   \nCombodia  ,Kenya Rwanda, Lesotho Guatemala ,Congo  &amp; Canada.\xe2\x80\xa6 https://t.co/0KAQ3Pocsg'"
2021-03-05 01:53:52,b'RT @questar1959rep1: @kgfolsart\nSlings &amp; Arrows -\nCheesehead Ron Johnson in attack mode against the COVID-19 Bill\n\n#senatorronjohnson\n#publ\xe2\x80\xa6'
2021-03-05 01:53:12,b'@kgfolsart\nSlings &amp; Arrows -\nCheesehead Ron Johnson in attack mode against the COVID-19 Bill\n\n#senatorronjohnson\xe2\x80\xa6 https://t.co/IuSFVsELxA'
2021-03-05 01:53:02,b'Excited to see @ADasguptaPhD discuss systemic racism and #CovidVaccine distribution via @ColumbiaSIG https://t.co/rlH0Z6YngV'
2021-03-05 01:52:20,b'RT @IndiaToday: Delhi CM #ArvindKejriwal to receive first jab of #Covidvaccine today.\n\nLIVE Updates: https://t.co/saCkWA3eYE https://t.co/9\xe2\x80\xa6'
2021-03-05 01:52:02,b'RT @Blanch68L: According to #CNMO of Australia nurses are driving the #CovidVaccine roll out. If that is the case then why don\xe2\x80\x99t #NursePrac\xe2\x80\xa6'
2021-03-05 01:52:02,"b'RT @manojsinha_: Today received First Dose of #COVIDVaccine at Government Medical College Hospital, Jammu. My appeal to all eligible person\xe2\x80\xa6'"
2021-03-05 01:51:53,b'RT @DrDeepakKrishn1: An algorithm for Covid vaccine in patients on blood thinners. Consult your physician or Cardiologist before getting va\xe2\x80\xa6'
2021-03-05 01:51:51,"b'\xe2\x81\xa6On increasingly successful US #Covidvaccine rollout, @MittRomney\xe2\x81\xa9 would have done it, @JoeBiden\xe2\x81\xa9 is doing it - wha\xe2\x80\xa6 https://t.co/3T0DqsnslW'"
2021-03-05 01:51:37,"b'\xe2\x80\x9cSweden, Germany extended recommendation for the #AstraZeneca #CovidVaccine to cover people aged over 65 after prev\xe2\x80\xa6 https://t.co/NwIcTX89jM'"
2021-03-05 01:50:57,b'RT @drmsgandhi: Thank you Meg for you letter.  South Georgian Bay is fortunate to have @GBFHTeam that has worked tirelessly to set up drive\xe2\x80\xa6'
2021-03-05 01:50:49,"b'""I\'ve had two shots and I\'m ready to go out!""\n(Things you can say in your 20s and when you\'re fully vaccinated)\xe2\x80\xa6 https://t.co/ysSnhywePl'"
2021-03-05 01:50:28,b'RT @UpscforAll: Coronavirus vaccine doses given per 100 people\n\nIsrael: 97\nUAE: 62\nUK: 31\nUS: 24\nGermany: 8.1\nItaly: 7.8\nFrance: 7.1\nCanada\xe2\x80\xa6'
2021-03-05 01:50:02,b'Stay informed about getting a COVID-19 vaccine at @DeptVetAffairs https://t.co/zrYUfrhoGl #covidvaccine #covid19\xe2\x80\xa6 https://t.co/lJ4Ajm4uhy'
2021-03-05 01:49:46,b'RT @jkwan_md: MAR 4: #CovidVaccine in Ontario\xf0\x9f\x87\xa8\xf0\x9f\x87\xa6\nTotal vaccinations: 784828 (+30409)\n\xf0\x9f\x92\x89delivered: 1076445 (as of Mar 4)\n\xf0\x9f\x92\x89freezer/fridge: 2916\xe2\x80\xa6'
2021-03-05 01:49:33,b'Coronavirus vaccine doses given per 100 people\n\nIsrael: 97\nUAE: 62\nUK: 31\nUS: 24\nGermany: 8.1\nItaly: 7.8\nFrance: 7.\xe2\x80\xa6 https://t.co/sx70MIw70e'
2021-03-05 01:49:16,b'Amazing to see my president Dr. Montgomery-Rice and one of the MOST supportive mentors @DMalebranche involved in th\xe2\x80\xa6 https://t.co/Vrfn2dUo5I'
2021-03-05 01:48:27,b'One step closer to seeing my family #PfizerVaccine #CovidVaccine https://t.co/Nf3uP2xr0t'
2021-03-05 01:48:11,b'RT @benji70: Well that\xe2\x80\x99s me been Astra Zeneca\xe2\x80\x99d up. Bill Gates will probably be able to see inside my soul now. Can\xe2\x80\x99t wait to wake up with\xe2\x80\xa6'
2021-03-05 01:48:01,b'RT @Cheryl8990: A tip from a #Walgreens pharmacist helped me get a #CovidVaccine appt. after months of trying. He said openings are up on t\xe2\x80\xa6'
2021-03-05 01:47:59,"b'RT @Carl31508201: Has anyone found out wether or not life insurance covers you for vaccines, specifically #CovidVaccine #beeroclock #experi\xe2\x80\xa6'"
2021-03-05 01:47:57,b'RT @Kartopia: Thank you Dr.@PeterHotez for this very informative conversation on the origins of vaccine disinformation and informing us abo\xe2\x80\xa6'
2021-03-05 01:47:30,b'RT @GovCanHealth: Curious about what\xe2\x80\x99s in the #COVID19 vaccines? Learn more about the ingredients and the vaccines available in Canada here\xe2\x80\xa6'
2021-03-05 01:46:56,b'RT @NBG55: Shot shot shotshot shot shot shot shotshot shot shot\n\n#dailydeadpool #deadpool #shot #covidshot #covidvaccine #whiskeyshot #anym\xe2\x80\xa6'
2021-03-05 01:46:53,"b'""Impacts of #Coronavirus in south #Seattle &amp; Surrounding Communities\xe2\x80\x9d\nFRI MAR 5 2021\n1-1:30pm\nHost Tony B\nUpdates a\xe2\x80\xa6 https://t.co/RCgMQe8W7T'"
2021-03-05 01:46:22,"b""The Covid-19 virus is real!\nBut it isn't causing as many casualties as they say. \xf0\x9f\x92\xaf\n#CovidVaccine #coronavirus\xe2\x80\xa6 https://t.co/tpMT4hismK"""
2021-03-05 01:46:11,b'\xf0\x9f\x92\x99Have you gotten your Covid vaccine yet? \n\xf0\x9f\x92\x99Which vaccine did you get? \n\xf0\x9f\x92\x99Did you feel any side effects?\xe2\x80\xa6 https://t.co/1W2Icaqk0b'
2021-03-05 01:45:27,b'@TuckerCarlson @FoxNews     thanks for having Heather McDonald on the show tonight. She has the facts we need to un\xe2\x80\xa6 https://t.co/6mGnT6lY6x'
2021-03-05 01:45:11,b'RT @KimberlyBlumen1: @BWHAllergy @DrEstherFreeman @rebeccasaff @LaceyRobinsonMD @AnnaWolfsonMD @AleenaBanerjiMD @SaraAnvariMD We have been\xe2\x80\xa6'
2021-03-05 01:45:03,b'You know what is better than waiting for a vaccine that may or may not help you for an unknown amount of time?\n\nNeu\xe2\x80\xa6 https://t.co/VnGXatAMDg'
2021-03-05 01:45:01,"b'""Dr. Peter Sebeny, infectious disease specialist at #AnnaJaquesHospital, likens the vaccine to a seatbelt, which dr\xe2\x80\xa6 https://t.co/9S4e7gfsfc'"
2021-03-05 01:44:59,b'RT @GovCanHealth: Curious about what\xe2\x80\x99s in the #COVID19 vaccines? Learn more about the ingredients and the vaccines available in Canada here\xe2\x80\xa6'
2021-03-05 01:44:20,b'The #Vatican released a document where they explain that getting the #CovidVaccine is morally correct. Pope Francis\xe2\x80\xa6 https://t.co/6ESmQY4Sbe'
2021-03-05 01:44:12,b'RT @gmcrgggh: Be protected from the pandemic #covid19 with proper precautions &amp; get the #CovidVaccine when your turn is on. #StaySafe @Vija\xe2\x80\xa6'
2021-03-05 01:44:02,b'@BWHAllergy @DrEstherFreeman @rebeccasaff @LaceyRobinsonMD @AnnaWolfsonMD @AleenaBanerjiMD @SaraAnvariMD We have be\xe2\x80\xa6 https://t.co/Meu4KakqyZ'
2021-03-05 01:43:58,b'Finally something good happening this year #CovidVaccine #Covishield https://t.co/iwrdSxOmWq'
2021-03-05 01:43:48,b'I\xe2\x80\x99m booked for my (Pfizer) vaccine in Sat. \n\nAnyone want to share their experience with the vaccine???\xe2\x80\xa6 https://t.co/RE7THHltmJ'
2021-03-05 01:43:34,b'RT @GovCanHealth: Curious about what\xe2\x80\x99s in the #COVID19 vaccines? Learn more about the ingredients and the vaccines available in Canada here\xe2\x80\xa6'
2021-03-05 01:42:59,"b'OUTRAGED #QAnonCult Marco ""Ron Johnson"" #TrumpSOTU #CancelCulture #CovidVaccine #COVID19 #GOPCowards #democracy\xe2\x80\xa6 https://t.co/gCri2IJZED'"
2021-03-05 01:42:19,b'RT @TouroInfirmary: Doctors are now recommending women schedule their annual mammograms a few weeks before or after getting the #COVIDvacci\xe2\x80\xa6'
2021-03-05 01:42:15,b'BREAKING: #INDUSTRIES &amp; #Commerce #Minister gets jab of COVID Vaccine - https://t.co/gwSglXT3do - #CovidVaccine - I Am Punjab'
2021-03-05 01:41:57,b'RT @jkwan_md: MAR 4: #CovidVaccine in Ontario\xf0\x9f\x87\xa8\xf0\x9f\x87\xa6\nTotal vaccinations: 784828 (+30409)\n\xf0\x9f\x92\x89delivered: 1076445 (as of Mar 4)\n\xf0\x9f\x92\x89freezer/fridge: 2916\xe2\x80\xa6'
2021-03-05 01:41:53,b'RT @kmbfor42: Today I took part one of the #CovidVaccine- I am sharing this pic &amp; the fact that I even took the vaccine for a reason - to d\xe2\x80\xa6'
2021-03-05 01:41:37,b'Can\xe2\x80\x99t wait to get my AstraZeneca vaccine this month! #CovidVaccine #COVID19 #AstraZeneca'
2021-03-05 01:41:27,b'RT @pierrelemoine88: The Stats on #CovidVaccine Injury and Death\nDon\xe2\x80\x99t Add Up\nhttps://t.co/rkruynivK3'
2021-03-05 01:41:19,b'RT @LCMCHealth: True #NewOrleans style!\nSoul Brass Band played outside the Convention Center as a little something extra for residents comi\xe2\x80\xa6'
