,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags,created_at
197,AsiaPacificFdn,"The Asia Pacific Foundation of Canada is an independent, non-profit think-tank on Canada's relations with Asia, providing up-to-date news & analysis #APFCanada","Vancouver, BC, Canada",1421,7673,25646,0,"#DataDaily | #COVID19Vaccine rollout campaigns have started across the world, but many are skeptical. Check out the differing views on whether #vaccinations should be compulsory or not!

Source: @StatistaCharts
#APFCanada #cdnpoli https://t.co/NCXxrsn6p8","['DataDaily', 'COVID19Vaccine', 'vaccinations', 'APFCanada', 'cdnpoli']",2021-02-26 20:35:16
198,BachPatu,"#ColoradoStreamer #DisabledGamer #OldAgeGamer Co-Owner - The Sims 4 World Discord Server - https://t.co/sikePSNkDh
#XboxLive  BachPatuXBL #Twitch - bachpatu2","Englewood, CO USA",5001,1133,24507,0,@RepDianaDeGette I challenge YOU to #DoYourJob regarding #COVID19 &amp; #COVID19Vaccine distribution by PASSING THE $1.9 Trillion bill that @JoeBiden proposed 😈🤬😠😡,"['DoYourJob', 'COVID19', 'COVID19Vaccine']",2021-02-26 20:34:59
199,FalklandsRepUK,Official Twitter account of the Falkland Islands Government Representative to the UK and Europe.,,373,765,1546,2,"British Forces South Atlantic Islands will begin distributing vaccines to their personnel on 01 March as part of the @FalklandsGov vaccine plan. #BFSAI #Falklands #COVID19 #COVID19Vaccine #oxfordastrazeneca 

Photograph: © BFSAI

@DefenceHQ | @FCDOGovUK https://t.co/jQsdA9gQEJ","['BFSAI', 'Falklands', 'COVID19', 'COVID19Vaccine', 'oxfordastrazeneca']",2021-02-26 20:34:36
200,jonwienershow,Multimedia journalist | Digital anchor @KKTV11News | “Thank God for golf some days” - Tony Soprano,"Jackson, MS",1859,3625,26497,0,"Breaking: beginning March 5 #Colorado citizens age 60+, those 15-59 w/ 2 preexisting conditions, and agriculture and grocery workers are eligible for #COVID19Vaccine","['Colorado', 'COVID19Vaccine']",2021-02-26 20:33:59
201,emforrester,WTOC Assistant News Director. Mom of two great girls. Wife to one pretty wonderful guy. Classic VW owner,"Savannah, Georgia",1082,503,1334,0,Only 4 sites in Georgia right now. The closet to Savannah is in Macon. #COVID19Vaccine #TheNews #georgia https://t.co/7w4WW74eEy,"['COVID19Vaccine', 'TheNews', 'georgia']",2021-02-26 20:33:49
202,MWatts3376,Now lecturer-former soldier 1DWR. My views only. I’m a socialist. Son with Down's syndrome and autism. Teach Criminology ☠️ 🥴,IBIZA,6139,7598,14366,64,The one one the left is clinically extremely vulnerable with Down’s syndrome and autism and has shielded a year. The one on the right is a Tory MP. You can see who got the vaccine first 🤷🏼‍♂️ #COVID19Vaccine #stillwaiting https://t.co/3SGzaP0oAX,"['COVID19Vaccine', 'stillwaiting']",2021-02-26 20:33:35
203,isasewan,"Ward 8 Councillor, City of Markham
Former Executive Director at The Cross-Cultural Community Services Association 
Former News Anchor & Reporter at Fairchild TV","Markham, Ontario",137,138,314,0,"York Region is moving forward with offering vaccines to residents 80 years of age and older. Online by appointment only bookings will begin Monday, March 1, 2021 at 8 a.m. via https://t.co/taAtnanWGV https://t.co/qRdwXI9yFT",[],2021-02-26 20:32:52
204,BEworks,A team of behavioral experts that aspires to transform society + economy with #scientific thinking #behavioraleconomics CEO @KellyBEworks @DanAriely @NinaMazar,Toronto/NYC/Bogota/Tokyo,1016,12470,2731,0,"The 60-minute session was packed with #scientificinsights and solutions

You can watch the full recording here https://t.co/AnFvuWIF8D

#COVID19 #COVID19Vaccine #vaccinerollout","['scientificinsights', 'COVID19', 'COVID19Vaccine', 'vaccinerollout']",2021-02-26 20:32:10
205,PerezMcAdoo,"I'm one of many docs passionate about healthy families , healthy communities and and creating an environment in which youth can reach their full potential.",,198,147,1421,0,"Decentralize the process. Use a community based approach. Leverage local partnerships, community health workers and fully utilize passionate students from all health profession programs to vaccinate in every neighborhood. #COVID19Vaccine #MedEd https://t.co/UfhuDqarK1","['COVID19Vaccine', 'MedEd']",2021-02-26 20:32:01
206,4katluvrs,Vet. epidemiologist & pathologist |Dr. Momager | retd. #Homeschool teacher of @iScienceLuvr & @sopranoTiara both #Mensa members at 4 yrs old.,California,27,53,495,0,"As a caregiver to our 87 year old mom, what is the status of getting the #COVID19Vaccine ? @GavinNewsom @CAgovernor  https://t.co/eE7s0FViXR",['COVID19Vaccine'],2021-02-26 20:31:51
207,UNICBeirut,"Official Account of #UN Information Centre in #Beirut- serving #Lebanon, #Syria, #Jordan & #Kuwait//

الحساب الرسمي لمركز الأمم المتحدة للإعلام في بيروت","Beirut, Lebanon",1123,17047,24565,0,"“I feel safer”, smiles 78-year-old Fahime after receiving her first dose of the #COVID19 vaccination at @RHU_Lebanon.

The #Covid19Vaccine is safe &amp; FREE of charge at all the vaccination sites approved by the @mophleb.
 
#VACCINATED #VaccinesWork #VaccinesSaveLives #Lebanon https://t.co/Bexcff3FIo","['COVID19', 'Covid19Vaccine', 'VACCINATED', 'VaccinesWork', 'VaccinesSaveLives', 'Lebanon']",2021-02-26 20:31:50
208,AudreLawdAMercy,"Lawyer. Writer. Hater.
Host of Barred and Boujee
Bylines @blackvoices @broadly @mcsweeneys @thenation @usatodayopinion @washingtonpost etc
She/Her
Views my own.","New York, NY",1729,5153,19743,0,"@trineleader New York has a website where you can check your eligibility. Other states' health departments may have something similar!

https://t.co/sbIGAmfA1y",[],2021-02-26 20:30:57
209,bswhealth,Largest not-for-profit healthcare system in Texas​​. Changing Healthcare for the Better. 👨‍⚕️ 👩‍⚕️ 🏥,Texas,146,6797,9751,0,"As the #COVID19vaccine becomes more widely available, you may have a few questions about your actual vaccine appointment. Take a look at what you can expect from start to finish. https://t.co/ojxuL7cKXn",['COVID19vaccine'],2021-02-26 20:30:26
210,NeetFiles,“What Ü do has greater impact than what Ü say” #stopviolenceagainstdoctors #CovidWarriors #NewIndia fan *** {RTing +VeNEET Tweets since2016}***,,5163,5076,36897,0,"Vaccination not the end ! ... Masks are Must 
#COVID19 #COVID19Vaccine #MaskUp 
Get well soon.❤️ https://t.co/T3jGrxw2xI","['COVID19', 'COVID19Vaccine', 'MaskUp']",2021-02-26 20:30:12
211,PeninsulaQatar,The official account of The Peninsula English Daily Newspaper #Qatar #Doha,Qatar,240,52677,219420,0,"#Germany's health minister and top public health official on Friday strongly urged Germans to take #AstraZeneca's #coronavirus vaccine if offered it, seeking to offer reassurance after some essential workers refused the shot

#Covid19Vaccine

https://t.co/7SRKn3jZw7","['Germany', 'AstraZeneca', 'coronavirus', 'Covid19Vaccine']",2021-02-26 20:30:00
212,stoneyricefield,ClinicalTherapist| #CHDspouse of COB of @ACHA_heart| #ACHD Advocate| Hawai'i transplant |cat herder| views my own 😷,"DMV, Ocracoke ",5017,4734,15922,0,"Just when I lost hope, I received an invitation to get my COVID vaccine.  I’m scheduled for next week. #COVID19Vaccine #vaccineappointment https://t.co/cXiZcPwah3","['COVID19Vaccine', 'vaccineappointment']",2021-02-26 20:29:51
213,World_Of_Drew,,"South West, England",25,6,184,0,"People moaning about the priority list for teachers and police. There are so many key workers all in vulnerable positions.  Everyone’s a bloody keyworker these days. Just keep with the age based roll out and then that’s fair.
#Vaccine #COVID19Vaccine","['Vaccine', 'COVID19Vaccine']",2021-02-26 20:29:38
214,frankscarpitti,Honoured to represent the residents of Markham. Tweets from the Mayor of Markham & his office. Email: MayorScarpitti@markham.ca,"Markham, Ontario",329,8793,13565,0,"IMPORTANT INFO: 
➡️York Region Residents 80+ 
➡️Appointment ONLY
➡️Register online starting March 1
➡️https://t.co/vMqLwzxnaO

#topoli | #onpoli | #NoAppointmentNoShot
#Covid19Ontario https://t.co/Rp96hnFfMd","['topoli', 'onpoli', 'NoAppointmentNoShot', 'Covid19Ontario']",2021-02-26 20:29:26
215,SharonSmiles7,,Newcastle upon Tyne,1016,657,24926,0,"So happy Ryan was able to get his covid vaccine today. We were initially concerned incase in contained egg when they first came out. Such a relief 1st dose done ✔
#COVID19Vaccine #allergies #LearningDisability","['COVID19Vaccine', 'allergies', 'LearningDisability']",2021-02-26 20:29:14
216,kehly8,,,7,0,30,0,"As JD Farag says, imagine having to be convinced to get a vaccine for a virus so deadly that you have to be tested to even know if you have it. Please think-does this make sense to you? THERE ARE ULTERIOR MOTIVES &amp; it’s not good. Look up the 10 stages of genocide. #COVID19Vaccine",['COVID19Vaccine'],2021-02-26 20:28:39
217,AssemSweidan,Living for nights I won't remember with friends I'll never forget #YNWA #LFC #Syria #Palestine #UKLabour #Boycottisrael #BDS #ICC4israel,Has to be a G&T,19465,17705,33705,0,To all those nutters spinning conspiracy theories about the #COVID19Vaccine all I’ve got to say is..........(see attachment) and have the jab. https://t.co/o6EcMbxqnP,['COVID19Vaccine'],2021-02-26 20:27:52
218,DiscoDroidAI,Our automated technology uses AI to scan government websites for updates and info that you should know. Creator of Georgia Vax App + the Atlanta Tree App.,"Atlanta, GA",36,98,72,0,"We talked to @WebMD  about our Georgia Vax App, “I realized I could use the tech I’d already worked with to harvest data, and set it up to check sites for open appointments every few minutes and notify me.” Read more here: https://t.co/Otvnu3S0xr #COVID19 #COVID19Vaccine","['COVID19', 'COVID19Vaccine']",2021-02-26 20:26:58
219,ToEKnee213,"DET sports lover...hockey fanatic...Jeeper...wine lover...Healthcare IT nerd...deaf dog mom...NASCAR fan
#ChronicPain #TNWarrior #JeepChick #GoGRG 🏳️‍⚧","Michigan, USA",1207,151,2624,0,"Thank you @meijer for getting my pop his 1st dose today! We signed him up yesterday and he was so excited when he got the appointment today; I'm relieved ❤️
#vaccine #COVID19Vaccine","['vaccine', 'COVID19Vaccine']",2021-02-26 20:26:46
220,SimaVaisman,"Citizen of the World, ready to protect Mothership earth !","New York, USA",192,42,3516,0,"@VP @POTUS Open vaccination to the general public now!!!!
#COVID19Vaccine",['COVID19Vaccine'],2021-02-26 20:26:36
221,YorkRegionGovt,"Keeping you connected to your community with information about Region-related events, stories, programs and services.","Newmarket, ON (Headquarters)",900,30863,23838,5,"Our Access York Contact Centre is experiencing a high volume of calls due to interest in #COVID19 vaccination appointments. We are NOT able to book in advance. Booking will be available on Monday at 8:00 a.m. at https://t.co/8gSZRKZK1q 

Learn more: https://t.co/VzTiVbht9A (2/2)",['COVID19'],2021-02-26 20:26:07
222,JWaltersFemale,"Seniors & Mental Illness
When you need help & not paperwork

Just breathe.....
😻🐩🌳🚵‍♀⛷🏇🏄‍♀️🚣‍",Alberta & BC Canada,744,554,7650,0,"Pfizer 95% efficacy.
Moderna 94% efficacy.
Astro Zenica 62% efficacy. 

If you are getting the vaccine, ask which one.

#COVID19 
#COVID19Vaccine 
#COVID19AB","['COVID19', 'COVID19Vaccine', 'COVID19AB']",2021-02-26 20:25:56
223,valleyshoretv,"Community access provider for Chester, Clinton, Deep River, Durham, Essex, Haddam, Killingworth, Old Saybrook, & Westbrook.","Westbrook, CT",185,40,88,0,"VSCN looks into the available information regarding the Covid-19 Vaccine. Take a look. 

https://t.co/K7drgIxNEl

#COVID19 #COVID19Vaccine #COVID https://t.co/9XsD8e9Z3t","['COVID19', 'COVID19Vaccine', 'COVID']",2021-02-26 20:25:44
224,WinnipegRHA,Winnipeg Regional Health Authority Twitter Account not monitored 24/7. Emergency: dial 911 or go to nearest emergency department.,"Winnipeg, Manitoba, Canada",433,4686,2411,0,"Play your part #Today.
To determine appointment eligibility check https://t.co/dwY3EoPkal

#ThankYou #Manitoba #vaccinated #ProtectingManitobans #WRHA #ProtectMB #Covid19VaccineReport #coronavirus #COVID19 #COVID19Vaccine #Canada #Winnipeg https://t.co/9nE5IiPc2V","['Today', 'ThankYou', 'Manitoba', 'vaccinated', 'ProtectingManitobans', 'WRHA', 'ProtectMB', 'Covid19VaccineReport', 'coronavirus', 'COVID19', 'COVID19Vaccine', 'Canada', 'Winnipeg']",2021-02-26 20:25:31
225,danacoffield,Beekeeper and multi-purpose editor. More similar than you might think. Trying something new at • https://t.co/dnENrCd8FJ,"Colorado, USA",2902,6714,45193,0,"Last night I was 21,500+/- in my group. I'm guessing I moved WAAAAYYYY down on the #COVID19Vaccine priority list just now. #Colorado @JesseAPaul https://t.co/dbLRu1VmaO","['COVID19Vaccine', 'Colorado']",2021-02-26 20:24:20
226,TraderNatty,"Haphazard, & irrational trading. I miss $UGAZ. I ❤️ #Oil, #gas, #PreciousMetals. #NatGas + 🧬 Believes in #mclovinvirus conspiracy! Stole wife’s @tesla #M3",,481,203,3509,0,"@matthewherper Since someone (White House? - if you can trust what they say...) said that 50% of the population aged 65 and older has already been vaccinated, that age limit for J&amp;J’s vaccine seems like a moot point...  #justsayin #COVID19 #COVID19Vaccine","['justsayin', 'COVID19', 'COVID19Vaccine']",2021-02-26 20:24:06
227,SehamAlb,"Future Psychologist, Avid Reader, and a proud Feminist ♀️",Saudi Arabia / USA,100,5,9,0,I really can’t wait to get the vaccine 😣#COVID19Vaccine,['COVID19Vaccine'],2021-02-26 20:23:29
228,DaBXkIdDjoE,"ArmyVet 🇺🇸
IG : Kiaguyjoe 
Youtube & Owner @ King Of Details","Dallas, TX",210,233,11512,0,"Someone tell me one NATURAL element in the #COVIDVaccine. Doesn’t matter what company. Then someone tell me the other elements in them, likely UNNATURAL, man made or just not mean’t for the human body. #COVID19 #COVID19Vaccine","['COVIDVaccine', 'COVID19', 'COVID19Vaccine']",2021-02-26 20:22:28
229,TMrakas,Honoured to be representing the residents of Aurora as the 34th Mayor. Email: TMrakas@Aurora.ca,"Aurora, Ont",5858,4507,4253,3,Great news for our community! Starting Monday at 8am all Aurora residents born in 1941 or earlier can book an appointment for their vaccination by visiting https://t.co/jnP9SzWTiF Please do not visit a vaccination clinic without an appointment – you will be turned away. https://t.co/uahwLQlIKM,[],2021-02-26 20:22:05
230,TheSkannerNews,"Serving the African American community in the Pacific Northwest since 1975, based in Portland, Ore. with an office in Seattle, Wash.","Portland, OR",3601,4814,24549,1,All Oregonians 16 and older will be eligible to receive COVID-19 vaccinations no later than July 1. Vaccine distribution will occur in multiple waves. People 45-64 with underlying health conditions will be eligible starting March 29. #COVID19Vaccine  https://t.co/5KPf2nepBP,['COVID19Vaccine'],2021-02-26 20:21:52
231,JohnMeekins7,I hate corruption. The Florida Department of Corrections is corrupt! I’m an anti human trafficking expert. I made a documentary about it with the UK Guardian.,"Columbus, OH",1635,213,4150,0,I’m curious if any countries outside the US have approved vaccines for covid? Or has it just been the USA and FDA? #Covid19VaccineReport  #COVID19Vaccine  #vaccines #COVAX,"['Covid19VaccineReport', 'COVID19Vaccine', 'vaccines', 'COVAX']",2021-02-26 20:21:45
232,JimboFeenstra,Singer/songwriter/bass player in @TheWizBangs w/my sons. Marketing/biz consultant. I'm singing in the rain.,"Philly, Boston, L.A.",579,646,31954,0,Going big for #COVID19Vaccine shot number one! Gillette Stadium. One down. One to go. https://t.co/pyUiVq3FiP,['COVID19Vaccine'],2021-02-26 20:21:45
233,kityojames1,Colored Armpits: “Colored Armpits”.,MA,402,241,3147,0,@CNN This is Great news and promising.  The more people get the #COVID19Vaccine the better for all. With more immune boosters life will get better for many and #HeadingBacktoNormal soon,"['COVID19Vaccine', 'HeadingBacktoNormal']",2021-02-26 20:21:42
234,carlymdunn_mph,"PhD Student; Grant Writer&Evaluator; Behavioral Health,Trauma&Policy Research Interests;Harm Reduction Advocate;Vinyl Lover Opinions are my own.she/her","Oklahoma City, OK",983,619,2851,0,I didn’t realize how emotional this was going to be.... feeling thankful for: all the wonderful public health &amp; healthcare workforce; those doing their part to reduce community spread; and my public health education #COVID19 #COVID19Vaccine https://t.co/BBhemTS8y3,"['COVID19', 'COVID19Vaccine']",2021-02-26 20:21:34
235,TeriKWeaver,I cover NY govt & NY people (not in that order) for @syracusedotcom. Former @starsandstripes. Adjunct @newhousesu prof. Mississippi native. Syracuse is home.,Syracuse,3793,5241,61127,0,@RichAzzopardi @melissadderosa From https://t.co/71oHfPLIoB https://t.co/cRfJSTFJO4,[],2021-02-26 20:21:13
236,BSBreastCancer,✨Patient Advocates  ✨Everyone’s story matters ✨Join us https://t.co/pMJB0tSS4d ✨Everyone is welcome at our table.  ✨ Proud supporters - LGBTQIA 🏳️‍⚧️🏳️‍🌈,Chicago/Scottsdale/Charlotte,7358,8600,166459,2,@madmeynell Not so in the USA!!!!!!  No #COVID19Vaccine for the #cancer patients as of yet.  Not even in the books.,"['COVID19Vaccine', 'cancer']",2021-02-26 20:21:07
237,feliciamings,Social media marketing. Loves walks with my tiny humans and red wine when they're in bed. Die hard #49ers fan. Avid reader. Let's connect!,San Francisco Bay Area,1700,1042,26726,0,"Did the #HighRiskCA group know if your child gets services through @AltaCal_RC SOME parents qualify for the #COVID19Vaccine - even though otherwise they would be LAST?

Oh PS - I'm high risk, my kid gets in person services and I DON'T qualify. So WTF!?

#ThisIsOurShot","['HighRiskCA', 'COVID19Vaccine', 'ThisIsOurShot']",2021-02-26 20:20:59
238,Olfurni,Omnishambles. Microbiologist. Lover of science and dogs. A bit sweary.,United Kingdom,415,702,2523,0,"OooOOooo, so I just noticed this on my GP app thingy...  so essentially a certificate to show you've been vaccinated. #COVID19 #COVID19Vaccine #NHS https://t.co/O7CGKzoc8d","['COVID19', 'COVID19Vaccine', 'NHS']",2021-02-26 20:20:46
239,the_mopster,"Debut novel For a Chance to Forget is the story of how two people and one nation changed over three years.
Available at 👇",,793,803,53436,0,"Hot on the heels and hot off the press:
Accessing James Bond (The never-ending dance with Public Health) https://t.co/HYCvqiWIav 
#NoTimeToDie 
#COVID19Vaccine 
#COVID19","['NoTimeToDie', 'COVID19Vaccine', 'COVID19']",2021-02-26 20:20:46
240,roseanne_blaze,@RNLI Community Fundraising Manager #Hampshire #WestSussex with a love of everything crafty. Can often be found volunteering or dog walking. AKA the Gift Guru.,"Bournemouth, England",452,239,962,0,"@Keir_Starmer @JonAshworth @BournemouthLP @PooleLabour as a @UKLabour member I also wanted to reach out to you
#asthmaticsatrisk #COVID19 #COVID19Vaccine #asthma @asthmauk @Bournemouthecho","['asthmaticsatrisk', 'COVID19', 'COVID19Vaccine', 'asthma']",2021-02-26 20:20:30
241,nishakatyal,"Astrophysicist/planetary scientist |A mum | Interested in planetary atmospheres of exoplanets| Postdoc Technical University, Berlin| Currently on job market|","London, England",437,127,223,0,I got a letter from NHS to book my COVID vaccine appointment. Yay!#COVID19Vaccine #NHS #vaccine,"['COVID19Vaccine', 'NHS', 'vaccine']",2021-02-26 20:20:24
242,cam8076,"Yorkie parent to Addie & Petey, Following all dogs & cats especially fellow yorkie friends,  Reality TV Fanatic, true blue Orange (Syracuse University), MLB Fan", 🇺🇸 USA,4597,2070,58091,0,"@Potus @GovRonDeSantis THANKS for your hard work. Finally Hernado Co Fl residents able to get vaccine site at High Point, Brooksville! Much Appreciated! #COVID19Vaccine #Covid19VaccineReport #PfizerVaccine","['COVID19Vaccine', 'Covid19VaccineReport', 'PfizerVaccine']",2021-02-26 20:20:20
243,Melanmagazine,An online lifestyle magazine for the over 40 stylish and smart Black woman.,"London, England",961,1947,5017,0,"Hundreds joined a @acltcharity virtual webinar last night to give a voice to those in the #Blackcommunity still cautious about taking the #COVID19Vaccine. 

On hand were a panel of health experts @ClaudiaLizaTV and @CharleneWhite gave the keynote speech. 
https://t.co/rZQbsX9pSq https://t.co/5dOglM16qu","['Blackcommunity', 'COVID19Vaccine']",2021-02-26 20:20:18
244,BSBreastCancer,✨Patient Advocates  ✨Everyone’s story matters ✨Join us https://t.co/pMJB0tSS4d ✨Everyone is welcome at our table.  ✨ Proud supporters - LGBTQIA 🏳️‍⚧️🏳️‍🌈,Chicago/Scottsdale/Charlotte,7358,8600,166459,0,"@madmeynell Yes, extremely vulnerable.  Not sure why cancer patients were left out of getting the #COVID19Vaccine",['COVID19Vaccine'],2021-02-26 20:20:10
245,DianaRabbe,Creator of Blort World. It's a lush planet that may rival your view of Earth. Word is that Blorts want to meet earthlings. But they're a bit shy.,"California, USA",720,1672,12032,1,"@CDCgov @CDCgov @ASlavitt @DrEricDing @DrGJackBrown @DrTedros  

Question:

Can you get a cortisone shot in your knee and the covid vaccine a week later? 

That's my scenario now.

#COVID19 #COVID #COVID19Vaccine #question","['COVID19', 'COVID', 'COVID19Vaccine', 'question']",2021-02-26 20:19:22
246,AmaniAlOraibi,Pharmacist•MPH(Global Health)•Research Associate @trackcovid_uk •Research Assistant @UKREACHStudy •Supervisor for the COVID19 Testing Service @UniofNottingham,Nottingham - England,276,66,32,1,"#Migrant -inclusive strategies are urgently needed to promote #equitableacess to #COVID19Vaccine, prioritise the right to health, leave no one behind, and protect the wider public health. Our commentary in  
@TheLancet @UNmigration  
https://t.co/k26tYk8LOy 
#LeaveNoOneBehind","['Migrant', 'equitableacess', 'COVID19Vaccine', 'LeaveNoOneBehind']",2021-02-26 20:18:45
247,free_ohio,"#Christian #America #freedom #Ohio  Wake up my friends, my fellow citizens!  IFB all #Patriots. I love Euchre!",,783,393,3792,0,so...why have the US and Israel given so many doses of the Covid vaccine compared to the rest of the world?  The US has gotten 68 million of the total 228 million given word wide.  If something goes wrong...  #COVID19 #COVID19Vaccine  #coronavirus   https://t.co/uCO9t8rlrW,"['COVID19', 'COVID19Vaccine', 'coronavirus']",2021-02-26 20:18:40
248,Lee_Tennant,"Writer, skeptic, gin-swilling Twitterati and feminist killjoy. All knowledge is subjective but gravity still works, bitches!
Buy me coffee https://t.co/CLPJri4Uls",Australia,3681,3662,78652,8,"The vaccine rollout is a fustercluck of epic proportions and has been the minute the #LNPgov realised this was one responsibility it couldn't just abrogate to Dan Andrews and any media who doesn't report it is not doing its job.
#ausmedia
#COVID19Vaccine","['LNPgov', 'ausmedia', 'COVID19Vaccine']",2021-02-26 20:18:21
249,SandyNesh,Public relations strategist and storyteller specializing in #healthcarePR @MillerGeer. Placing positive and thought-provoking stories. 📧 sandy@millergeer.com,"Orange County, CA",1659,474,2735,0,Special access codes intended to improve #COVID19vaccine availability in hard-hit underserved communities are being misused by people outside of the area. Dr. Ilan Shapiro of @AltaMedHealthS spoke with @lolitanbcla of @NBCLA about it. @dr_shaps #AltaMed https://t.co/v72soLjAVW,"['COVID19vaccine', 'AltaMed']",2021-02-26 20:17:07
250,MoanyMr,Beware the masked ones. Although they are trying to protect us we must assume they are infected.,,177,146,3926,0,It's all going tits up #COVID19Vaccine #COVID19 #vaccine #vaccination https://t.co/fm8Zkvq0br,"['COVID19Vaccine', 'COVID19', 'vaccine', 'vaccination']",2021-02-26 20:17:05
251,ksush73,"""Nothing in all the world is more dangerous than sincere ignorance and conscientious stupidity."" - Martin Luther King, Jr. Wife,mother,immigrant.🇺🇸 & 🇺🇦",USA,3918,2172,134881,0,"I got my first shot of #PfizerVaccine and I am so dizzy. I feel like I am slightly drunk on the boat during on the windy day. It stopped for while, but I got body chills. Now it’s back.#COVID19Vaccine","['PfizerVaccine', 'COVID19Vaccine']",2021-02-26 20:17:00
252,CllrMGraham,@UKLabour Councillor Wakefield West | Cabinet Member for Resources @MyWakefield | Teacher l @UniteTheUnion l Made in Liverpool |  https://t.co/ur2dKQZNBX,"Wakefield, England",460,515,201,5,"Thank you to the #NHS nurses, doctors, @MyWakefield council workers, volunteers and everyone playing their part in getting us vaccinated in the Wakefield District... it means the world 🙌🏻 💙 

#COVID19Vaccine https://t.co/UfAlsPFcSr","['NHS', 'COVID19Vaccine']",2021-02-26 20:16:41
253,KOAColorado,"Colorado's 24/7 News, Traffic and Weather Station, and exclusive home of the Denver @Broncos, Colorado @Rockies and @CUBuffs.","Denver, CO",1643,27100,51440,1,Just in:  Gov. Polis says Coloradoans aged 60+ will be eligible to get vaccinations starting March 5th. #COVID19Vaccine,['COVID19Vaccine'],2021-02-26 20:16:40
254,vherrera_mms,,"El Paso, TX",168,237,1058,1,Feeling blessed and grateful to have gotten my 2nd Covid 19 vaccine. 💉✔☺#TeamSISD #UTEP #mooseuniverse #COVID19Vaccine #faithoverfear https://t.co/dThw0wRQom,"['TeamSISD', 'UTEP', 'mooseuniverse', 'COVID19Vaccine', 'faithoverfear']",2021-02-26 20:16:21
255,EdonaDD,"MD, PHS; CDF HIV program Manager; CSO activist; Former DCNGO ABM, GF Board; Human rights defender. Views are my own.","Earth, Kosova, Prishtinë",241,172,1001,0,"#Kosovo is the only country in Western Balkans without a single dose of #COVID19Vaccine. Vaccine quantity to be deployed through #COVAX was 100K and today the number has “shrank” to less than 10k 🤦🏻‍♀️, while the time of deployment remains unanswered.","['Kosovo', 'COVID19Vaccine', 'COVAX']",2021-02-26 20:15:58
256,jkocher156,Mom of two boys. Engineer wife. PR professional and news junkie. @PASenateGOP,"Camp Hill, PA",706,1486,10831,2,My kids have been anxiously awaiting today. Why? New Star Wars? Nope. Trip to Disney? Nope. Birthday? Baseball event? New PS5? Nope. Today their grandparents received the 2nd #COVID19Vaccine. Kids now plotting first “real” visit for the end of March. It will have been 378 days.,['COVID19Vaccine'],2021-02-26 20:15:55
257,Vaxyourfam,Twitter account of Vaccinate Your Family (former twitter handle was @ShotofPrev). We discuss #vaccines for people of all ages.,United States,2212,8518,9084,0,"“A Third Pfizer Dose? The COVID-19 Vaccine Maker is Studying Booster Shots.” - via @NBCNews - https://t.co/Ct9nhc8ANY
--
#COVID19 #covidvaccine #vaxnews #vaccines #vaccineswork #covid19vaccines #COVID19vaccine #vaccination","['COVID19', 'covidvaccine', 'vaxnews', 'vaccines', 'vaccineswork', 'covid19vaccines', 'COVID19vaccine', 'vaccination']",2021-02-26 20:14:01
258,LFDerbyshire,"Urology Reg, ST7 60% LTFT, HENW. Wife to Tom. Mum to Elizabeth and Albert. INFJ. Fan of LFC, Austen, tea and cats, among other things.","Manchester, UK",1920,1698,10878,1,I really think that all key workers should get their vaccines next regardless of age. That might not be based on science but rather doing the right thing #COVID19Vaccine #ethicalleadership,"['COVID19Vaccine', 'ethicalleadership']",2021-02-26 20:13:38
259,Vaxyourfam,Twitter account of Vaccinate Your Family (former twitter handle was @ShotofPrev). We discuss #vaccines for people of all ages.,United States,2212,8518,9084,0,"“Fact Check: Misleading Meme Suggests Deaths Following COVID-19 Vaccination are Due to Vaccine” - via @USATODAY - https://t.co/EChHlfOAGz
--
#COVID19 #covidvaccine #vaxnews #vaccines #vaccineswork #covid19vaccines #COVID19vaccine #vaccination","['COVID19', 'covidvaccine', 'vaxnews', 'vaccines', 'vaccineswork', 'covid19vaccines', 'COVID19vaccine', 'vaccination']",2021-02-26 20:12:01
260,epileptic_me,Living alongside MS & Epilepsy. Contributor to society and a happy traveller. Having both conditions is not the end of the world...Stand tall and live strong.,"Edinburgh, Scotland",1270,315,2482,1,"Feeling very grateful. One #AstraZeneca down, one to go. #COVID19Vaccine #vaccine #COVID19 #epilepsy #ms #EpilepsyAwareness @mssocietyscot  @epilepsy_scot 💉","['AstraZeneca', 'COVID19Vaccine', 'vaccine', 'COVID19', 'epilepsy', 'ms', 'EpilepsyAwareness']",2021-02-26 20:11:56
261,LaurenKoffman,"Neurointensivist. 
Traveller. 
Coffee enthusiast.","Chicago, IL",23,13,5,0,"Three years ago I had a GBS variant. The neurologist in me remembers caring for the worst cases of GBS/AIDP, but as an intensivist I have seen the worst of COVID. I made a choice to believe in science. Second dose ✔️ #MaskUp #COVID19Vaccine @CDCgov @RushMedical @AANMember @SCCM https://t.co/lrzljuF9PC","['MaskUp', 'COVID19Vaccine']",2021-02-26 20:11:43
262,kolakius,"Law professor, Vice Chair of the UN CED, Senior Research Fellow @kriminoloski One 🧠 and one ❤ so, I think the same in the private and professional capacity",Belgrade,101,118,592,0,So proud of 🇷🇸🇷🇸🇷🇸 #Serbia #COVID19Vaccine https://t.co/eWUgHsm8iH,"['Serbia', 'COVID19Vaccine']",2021-02-26 20:11:23
